x,y,w,h,Distance Bottom,Distance Top,area,Target Class
54,83,5,40,59.0,24.0,97.0,neurotypical
84,81,25,48,65.0,16.0,671.5,neurotypical
0,78,24,42,56.0,22.0,505.0,neurotypical
124,76,34,47,59.0,17.0,391.0,neurotypical
175,70,43,58,64.0,6.0,648.0,neurotypical
209,12,9,52,0.0,12.0,233.5,neurotypical
0,11,36,51,2.0,13.0,384.5,neurotypical
146,10,50,59,5.0,5.0,632.0,neurotypical
103,4,32,57,3.0,7.0,388.5,neurotypical
46,0,43,63,1.0,1.0,503.5,neurotypical
146,80,40,48,64.0,16.0,475.5,neurotypical
94,73,38,45,54.0,19.0,829.5,neurotypical
6,72,35,45,53.0,19.0,947.0,neurotypical
49,69,34,51,56.0,13.0,470.5,neurotypical
140,4,52,60,0.0,4.0,815.0,neurotypical
40,1,104,64,1.0,0.0,1624.5,neurotypical
0,0,34,59,5.0,5.0,405.0,neurotypical
60,97,38,31,63.0,34.0,349.0,neurotypical
107,95,50,36,66.0,29.0,632.0,neurotypical
35,79,28,43,57.0,22.0,278.0,neurotypical
0,76,33,48,59.0,17.0,331.5,neurotypical
0,6,31,58,1.0,7.0,812.0,neurotypical
35,0,82,79,14.0,14.0,2425.0,neurotypical
0,7,32,51,29.0,22.0,282.5,neurotypical
37,0,32,48,19.0,19.0,718.0,neurotypical
74,1,35,31,16.0,15.0,223.0,neurotypical
49,0,26,28,12.0,12.0,240.5,neurotypical
0,0,45,29,13.0,13.0,588.5,neurotypical
49,26,23,24,21.0,5.0,157.5,neurotypical
22,19,23,40,30.0,11.0,224.0,neurotypical
0,0,17,44,15.0,15.0,160.0,neurotypical
84,9,29,25,15.0,6.0,203.0,neurotypical
50,5,33,28,14.0,9.0,296.0,neurotypical
0,1,20,33,15.0,14.0,173.0,neurotypical
91,0,20,5,14.0,14.0,30.5,neurotypical
22,0,28,38,19.0,19.0,337.0,neurotypical
11,15,19,26,21.0,6.0,132.5,neurotypical
65,12,26,29,21.0,9.0,197.0,neurotypical
33,1,37,36,17.0,16.0,358.5,neurotypical
0,0,13,37,17.0,17.0,69.0,neurotypical
24,6,12,30,16.0,10.0,120.0,neurotypical
0,5,21,32,17.0,12.0,259.5,neurotypical
36,0,28,40,20.0,20.0,308.0,neurotypical
31,8,31,31,18.0,10.0,204.0,neurotypical
66,3,16,20,2.0,1.0,89.5,neurotypical
0,2,27,41,22.0,20.0,562.0,neurotypical
93,1,8,38,18.0,17.0,150.5,neurotypical
40,0,20,8,13.0,13.0,60.5,neurotypical
17,20,25,25,23.0,3.0,200.0,neurotypical
0,0,15,42,20.0,20.0,153.5,neurotypical
33,3,36,48,26.0,23.0,665.5,neurotypical
0,0,9,49,24.0,24.0,157.0,neurotypical
29,0,21,31,16.0,16.0,188.0,neurotypical
0,0,32,29,14.0,14.0,455.5,neurotypical
50,0,40,50,22.0,22.0,573.0,neurotypical
0,0,40,56,28.0,28.0,321.5,neurotypical
29,3,28,30,14.0,11.0,164.5,neurotypical
0,0,27,39,20.0,20.0,283.0,neurotypical
154,12,40,52,32.0,20.0,219.0,neurotypical
77,8,37,34,10.0,2.0,155.5,neurotypical
44,8,26,31,7.0,1.0,466.0,neurotypical
117,5,28,36,9.0,4.0,263.5,neurotypical
0,1,23,34,3.0,2.0,182.5,neurotypical
31,0,7,38,6.0,6.0,151.0,neurotypical
81,16,18,20,18.0,2.0,99.5,neurotypical
108,14,32,22,18.0,4.0,155.5,neurotypical
26,3,49,31,16.0,13.0,363.5,neurotypical
0,0,27,34,16.0,16.0,209.0,neurotypical
76,12,7,27,19.0,7.0,80.0,neurotypical
87,11,18,29,20.0,9.0,121.5,neurotypical
112,8,15,29,17.0,9.0,130.0,neurotypical
130,5,30,31,16.0,11.0,523.0,neurotypical
51,4,21,24,8.0,4.0,107.0,neurotypical
0,0,51,39,19.0,19.0,522.0,neurotypical
87,24,5,16,10.0,14.0,49.0,neurotypical
53,20,25,41,31.0,11.0,278.5,neurotypical
88,3,6,6,21.0,24.0,17.5,neurotypical
19,0,30,37,7.0,7.0,275.5,neurotypical
0,0,20,36,6.0,6.0,120.0,neurotypical
101,8,31,33,21.0,13.0,200.0,neurotypical
108,6,20,6,8.0,14.0,65.5,neurotypical
71,6,26,35,21.0,15.0,227.0,neurotypical
45,4,22,34,18.0,14.0,482.5,neurotypical
29,4,10,31,15.0,11.0,140.5,neurotypical
0,0,24,36,16.0,16.0,249.0,neurotypical
69,27,32,21,24.0,3.0,248.5,neurotypical
45,23,17,24,23.0,0.0,129.5,neurotypical
25,8,15,34,18.0,10.0,148.0,neurotypical
0,0,15,42,18.0,18.0,101.5,neurotypical
141,9,15,32,21.0,12.0,156.0,neurotypical
98,6,33,33,19.0,13.0,578.5,neurotypical
27,4,10,34,18.0,14.0,155.0,neurotypical
39,2,24,37,19.0,17.0,234.0,neurotypical
67,0,27,37,17.0,17.0,201.0,neurotypical
0,0,27,21,1.0,1.0,75.5,neurotypical
149,15,10,12,5.0,10.0,87.0,neurotypical
0,0,143,45,23.0,23.0,1522.0,neurotypical
82,12,28,16,14.0,2.0,123.0,neurotypical
31,8,20,21,15.0,7.0,219.5,neurotypical
0,2,29,27,15.0,13.0,149.0,neurotypical
52,0,25,28,14.0,14.0,160.5,neurotypical
162,19,21,22,19.0,0.0,199.0,neurotypical
17,19,53,24,21.0,2.0,525.0,neurotypical
117,12,49,30,20.0,8.0,398.5,neurotypical
64,4,53,39,21.0,17.0,508.0,neurotypical
0,0,16,44,22.0,22.0,166.0,neurotypical
65,38,17,4,21.0,17.0,21.0,neurotypical
27,22,22,12,13.0,9.0,132.5,neurotypical
54,20,12,14,13.0,7.0,104.5,neurotypical
0,14,27,21,14.0,0.0,141.0,neurotypical
71,0,17,34,13.0,13.0,182.0,neurotypical
144,39,8,6,15.0,24.0,24.0,neurotypical
40,33,36,22,25.0,8.0,456.0,neurotypical
225,31,37,21,22.0,9.0,350.0,neurotypical
261,25,24,26,21.0,4.0,166.5,neurotypical
245,16,8,6,8.0,24.0,24.0,neurotypical
180,10,12,43,23.0,13.0,140.5,neurotypical
72,6,70,48,24.0,18.0,579.0,neurotypical
26,6,8,49,25.0,19.0,109.0,neurotypical
168,0,56,53,23.0,23.0,380.0,neurotypical
115,25,27,17,20.0,5.0,87.0,neurotypical
0,17,27,27,22.0,5.0,171.0,neurotypical
29,13,19,29,20.0,7.0,133.5,neurotypical
47,0,60,43,21.0,21.0,728.5,neurotypical
8,0,31,21,10.0,10.0,164.0,neurotypical
0,0,6,22,11.0,11.0,53.5,neurotypical
75,6,70,22,14.0,8.0,600.5,neurotypical
27,6,43,23,15.0,9.0,239.5,neurotypical
0,0,27,29,15.0,15.0,168.0,neurotypical
0,27,17,18,23.0,4.0,51.5,neurotypical
113,20,28,22,20.0,0.0,133.0,neurotypical
15,1,60,43,22.0,21.0,500.5,neurotypical
77,0,40,43,21.0,21.0,311.5,neurotypical
41,28,72,25,27.0,1.0,604.5,neurotypical
10,8,32,41,23.0,15.0,311.5,neurotypical
0,0,11,48,22.0,22.0,133.0,neurotypical
55,26,32,26,26.0,0.0,201.5,neurotypical
40,25,11,22,21.0,4.0,76.0,neurotypical
41,8,6,5,13.0,21.0,11.0,neurotypical
0,1,38,48,23.0,22.0,238.0,neurotypical
105,78,30,22,48.0,30.0,279.5,neurotypical
62,60,46,44,52.0,8.0,500.0,neurotypical
40,46,15,23,17.0,29.0,122.0,neurotypical
109,21,28,20,11.0,32.0,199.5,neurotypical
48,20,42,22,10.0,30.0,240.5,neurotypical
21,20,25,22,10.0,30.0,117.5,neurotypical
81,5,5,7,40.0,45.0,12.5,neurotypical
94,0,13,41,11.0,11.0,182.5,neurotypical
78,48,13,8,27.0,21.0,30.5,neurotypical
52,35,22,22,28.0,7.0,277.5,neurotypical
0,0,50,58,29.0,29.0,518.0,neurotypical
128,51,18,19,34.0,17.0,127.0,neurotypical
171,50,11,20,34.0,16.0,88.0,neurotypical
74,47,34,24,35.0,12.0,541.0,neurotypical
211,46,34,23,33.0,13.0,215.5,neurotypical
108,46,10,24,34.0,12.0,93.5,neurotypical
42,45,29,27,36.0,9.0,364.0,neurotypical
238,23,19,46,33.0,10.0,195.0,neurotypical
142,19,24,51,34.0,15.0,288.0,neurotypical
185,14,26,56,34.0,20.0,314.5,neurotypical
0,0,40,72,36.0,36.0,396.5,neurotypical
86,67,14,7,37.0,30.0,25.5,neurotypical
10,17,10,58,38.0,21.0,178.5,neurotypical
0,0,90,75,38.0,38.0,824.5,neurotypical
7,47,15,2,25.0,22.0,11.0,neurotypical
138,44,16,3,23.0,21.0,17.0,neurotypical
0,28,15,15,19.0,9.0,67.5,neurotypical
130,18,27,21,15.0,3.0,134.0,neurotypical
41,5,87,36,17.0,12.0,692.5,neurotypical
21,0,21,42,18.0,18.0,237.0,neurotypical
79,23,54,22,22.0,1.0,504.5,neurotypical
0,0,79,46,23.0,23.0,1026.0,neurotypical
51,21,32,24,23.0,2.0,319.0,neurotypical
0,0,52,45,23.0,23.0,495.5,neurotypical
0,16,27,22,19.0,3.0,385.0,neurotypical
28,0,57,37,18.0,18.0,424.0,neurotypical
0,0,59,45,23.0,23.0,884.5,neurotypical
80,45,7,10,27.0,18.0,36.0,neurotypical
62,45,6,11,28.0,17.0,29.0,neurotypical
43,41,17,15,28.0,13.0,184.0,neurotypical
12,41,29,16,29.0,12.0,107.0,neurotypical
0,41,10,16,29.0,12.0,26.5,neurotypical
94,23,12,32,27.0,4.0,136.0,neurotypical
114,17,38,38,27.0,10.0,234.0,neurotypical
101,0,16,22,6.0,6.0,85.0,neurotypical
72,6,31,22,14.0,8.0,285.0,neurotypical
0,4,36,23,13.0,9.0,209.0,neurotypical
38,0,32,29,15.0,15.0,343.5,neurotypical
48,10,8,49,29.0,19.0,171.0,neurotypical
66,8,36,48,26.0,18.0,322.5,neurotypical
20,5,29,30,5.0,0.0,167.0,neurotypical
69,0,30,7,23.0,23.0,78.0,neurotypical
0,0,6,60,30.0,30.0,231.5,neurotypical
134,32,15,5,11.0,21.0,34.0,neurotypical
127,24,16,4,2.0,22.0,31.5,neurotypical
53,24,22,18,16.0,8.0,139.5,neurotypical
76,10,47,34,18.0,8.0,447.0,neurotypical
0,0,42,52,26.0,26.0,391.5,neurotypical
40,5,43,39,22.0,17.0,385.0,neurotypical
0,0,27,42,20.0,20.0,165.5,neurotypical
0,8,18,24,12.0,4.0,138.5,neurotypical
29,0,30,41,21.0,21.0,308.5,neurotypical
0,18,13,4,4.0,14.0,35.0,neurotypical
24,0,30,37,19.0,19.0,428.5,neurotypical
0,15,11,7,6.0,9.0,27.0,neurotypical
53,1,25,28,13.0,12.0,376.0,neurotypical
24,0,23,33,17.0,17.0,166.5,neurotypical
24,2,25,27,14.0,12.0,318.0,neurotypical
0,0,23,30,15.0,15.0,211.5,neurotypical
21,11,30,33,22.0,11.0,232.0,neurotypical
64,8,27,29,15.0,7.0,175.0,neurotypical
0,0,90,5,17.0,17.0,127.5,neurotypical
0,24,13,4,9.0,15.0,32.0,neurotypical
64,7,12,32,20.0,13.0,139.5,neurotypical
19,0,31,39,20.0,20.0,229.5,neurotypical
0,42,64,6,24.0,18.0,240.0,neurotypical
10,12,14,18,6.0,6.0,90.0,neurotypical
38,0,5,40,16.0,16.0,121.0,neurotypical
74,53,29,32,41.0,12.0,363.5,neurotypical
38,53,25,35,44.0,9.0,255.0,neurotypical
4,19,18,5,20.0,39.0,63.0,neurotypical
62,5,30,25,14.0,19.0,555.5,neurotypical
0,0,100,50,6.0,6.0,817.5,neurotypical
0,16,14,20,10.0,6.0,104.0,neurotypical
121,2,31,51,27.0,25.0,474.0,neurotypical
74,0,42,45,19.0,19.0,534.5,neurotypical
30,0,37,49,23.0,23.0,377.5,neurotypical
30,5,27,37,19.0,14.0,267.0,neurotypical
0,0,24,47,24.0,24.0,221.5,neurotypical
0,2,25,43,23.0,21.0,207.5,neurotypical
26,0,35,45,23.0,23.0,361.5,neurotypical
61,30,12,6,8.0,22.0,29.5,neurotypical
19,8,28,49,29.0,21.0,211.0,neurotypical
0,0,15,11,17.0,17.0,47.5,neurotypical
0,6,28,33,19.0,13.0,172.0,neurotypical
25,0,25,40,20.0,20.0,176.0,neurotypical
83,15,10,28,19.0,4.0,113.0,neurotypical
42,9,28,39,24.0,15.0,223.5,neurotypical
0,4,74,3,17.0,21.0,12.0,neurotypical
62,0,40,2,22.0,22.0,26.5,neurotypical
0,13,14,21,16.0,3.0,106.0,neurotypical
38,9,28,24,15.0,6.0,462.5,neurotypical
21,0,12,36,18.0,18.0,130.0,neurotypical
0,9,13,24,17.0,8.0,93.5,neurotypical
53,3,23,24,11.0,8.0,120.5,neurotypical
23,0,28,29,13.0,13.0,220.0,neurotypical
0,11,11,19,11.0,0.0,74.0,neurotypical
25,1,37,37,19.0,18.0,408.0,neurotypical
65,0,31,37,18.0,18.0,283.5,neurotypical
0,2,12,38,20.0,18.0,111.5,neurotypical
24,0,29,40,20.0,20.0,287.0,neurotypical
0,50,80,9,30.0,20.0,231.5,neurotypical
1,22,13,20,13.0,9.0,90.5,neurotypical
27,0,30,50,21.0,21.0,274.5,neurotypical
97,19,29,49,34.0,15.0,585.5,neurotypical
29,10,8,53,29.0,19.0,198.0,neurotypical
0,4,28,34,4.0,0.0,164.0,neurotypical
45,0,36,56,22.0,22.0,276.0,neurotypical
8,49,28,27,38.0,11.0,232.0,neurotypical
38,46,18,31,39.0,7.0,111.5,neurotypical
27,3,24,40,5.0,2.0,354.5,neurotypical
0,0,23,35,3.0,3.0,221.5,neurotypical
0,2,29,38,20.0,18.0,419.0,neurotypical
30,0,29,36,16.0,16.0,241.5,neurotypical
59,14,34,46,28.0,14.0,627.5,neurotypical
13,8,36,57,33.0,25.0,422.0,neurotypical
0,0,4,18,14.0,14.0,46.0,neurotypical
0,21,11,5,9.0,12.0,33.5,neurotypical
24,3,27,31,17.0,14.0,193.5,neurotypical
59,0,32,35,18.0,18.0,291.5,neurotypical
0,8,33,41,23.0,15.0,241.0,neurotypical
1,1,19,7,18.0,19.0,53.0,neurotypical
30,0,32,53,27.0,27.0,213.5,neurotypical
0,0,62,42,21.0,21.0,1329.0,neurotypical
0,12,15,20,13.0,1.0,99.5,neurotypical
17,0,44,39,20.0,20.0,486.5,neurotypical
104,38,19,5,20.0,18.0,37.5,neurotypical
106,25,14,4,6.0,19.0,26.5,neurotypical
44,21,22,16,14.0,7.0,113.0,neurotypical
64,1,32,44,22.0,21.0,201.0,neurotypical
0,0,37,46,23.0,23.0,298.0,neurotypical
0,17,13,21,12.0,5.0,95.0,neurotypical
82,4,10,48,26.0,22.0,174.5,neurotypical
55,3,26,24,1.0,2.0,130.5,neurotypical
22,0,9,44,18.0,18.0,135.5,neurotypical
0,27,15,6,10.0,17.0,50.5,neurotypical
56,11,35,33,21.0,10.0,866.0,neurotypical
101,3,33,43,23.0,20.0,395.0,neurotypical
26,0,11,46,23.0,23.0,126.5,neurotypical
75,13,32,49,30.0,17.0,266.5,neurotypical
35,13,33,51,32.0,19.0,366.0,neurotypical
0,0,26,65,33.0,33.0,752.0,neurotypical
59,30,9,9,11.0,19.0,49.5,neurotypical
0,4,49,53,29.0,25.0,383.5,neurotypical
77,1,42,48,21.0,20.0,423.0,neurotypical
122,0,53,46,18.0,18.0,580.5,neurotypical
105,36,7,6,6.0,30.0,25.0,neurotypical
166,21,26,35,20.0,1.0,458.5,neurotypical
130,14,33,50,28.0,14.0,521.5,neurotypical
64,9,31,51,24.0,15.0,287.0,neurotypical
0,0,51,72,36.0,36.0,801.5,neurotypical
0,20,14,27,20.0,0.0,123.5,neurotypical
27,5,44,50,28.0,23.0,680.5,neurotypical
125,1,37,52,26.0,25.0,1202.5,neurotypical
72,0,35,53,26.0,26.0,279.5,neurotypical
69,27,9,13,19.0,8.0,30.5,neurotypical
87,5,86,36,20.0,15.0,607.0,neurotypical
30,4,37,38,21.0,17.0,348.5,neurotypical
0,1,26,37,17.0,16.0,142.0,neurotypical
67,23,26,23,22.0,1.0,112.5,neurotypical
36,23,26,20,19.0,4.0,371.0,neurotypical
114,22,26,21,19.0,3.0,349.5,neurotypical
141,17,17,25,18.0,1.0,121.5,neurotypical
0,4,37,42,22.0,18.0,266.0,neurotypical
99,0,14,41,17.0,17.0,153.0,neurotypical
111,9,43,20,13.0,4.0,302.0,neurotypical
59,5,48,28,17.0,12.0,627.0,neurotypical
0,1,23,31,16.0,15.0,203.5,neurotypical
22,0,36,31,15.0,15.0,277.0,neurotypical
0,33,29,24,29.0,4.0,86.5,neurotypical
259,24,43,26,22.0,2.0,358.0,neurotypical
24,24,15,29,25.0,1.0,112.0,neurotypical
135,7,120,45,24.0,17.0,993.0,neurotypical
40,0,90,50,22.0,22.0,707.0,neurotypical
298,51,5,5,28.0,23.0,11.0,neurotypical
13,50,171,6,28.0,22.0,200.0,neurotypical
220,28,20,15,15.0,13.0,60.0,neurotypical
129,25,9,15,12.0,13.0,35.0,neurotypical
268,20,40,26,18.0,2.0,207.5,neurotypical
142,17,17,27,16.0,1.0,113.5,neurotypical
122,4,6,6,18.0,22.0,15.0,neurotypical
89,3,35,45,20.0,17.0,196.5,neurotypical
163,2,48,42,16.0,14.0,304.5,neurotypical
235,0,31,41,13.0,13.0,144.0,neurotypical
0,27,133,15,21.0,6.0,260.5,neurotypical
82,4,42,22,5.0,1.0,224.0,neurotypical
127,3,45,17,1.0,4.0,159.0,neurotypical
170,1,19,22,2.0,1.0,103.5,neurotypical
76,1,18,12,8.0,9.0,34.0,neurotypical
192,0,49,22,1.0,1.0,233.5,neurotypical
109,54,5,5,25.0,29.0,12.5,neurotypical
4,31,89,38,35.0,4.0,309.0,neurotypical
73,30,29,19,15.0,15.0,228.5,neurotypical
103,27,23,23,16.0,11.0,157.5,neurotypical
50,25,18,22,13.0,12.0,107.5,neurotypical
217,22,49,17,5.0,17.0,175.5,neurotypical
134,21,27,18,5.0,16.0,208.0,neurotypical
271,4,24,37,7.0,3.0,194.5,neurotypical
254,2,6,7,25.0,27.0,14.0,neurotypical
168,0,37,45,11.0,11.0,276.5,neurotypical
0,42,93,5,24.0,18.0,85.0,neurotypical
102,21,10,18,16.0,5.0,47.5,neurotypical
37,18,34,18,13.0,5.0,298.0,neurotypical
76,17,21,20,14.0,3.0,99.5,neurotypical
115,13,63,26,16.0,3.0,344.0,neurotypical
0,3,32,38,18.0,15.0,199.0,neurotypical
99,2,6,5,16.0,18.0,11.0,neurotypical
60,0,22,37,14.0,14.0,154.0,neurotypical
0,20,21,22,20.0,0.0,49.0,neurotypical
136,14,60,22,14.0,0.0,365.0,neurotypical
21,3,45,34,15.0,12.0,229.0,neurotypical
87,1,46,33,12.0,11.0,308.0,neurotypical
70,0,15,38,16.0,16.0,135.0,neurotypical
85,23,24,21,22.0,1.0,142.0,neurotypical
14,22,27,18,18.0,4.0,272.0,neurotypical
46,20,37,20,18.0,2.0,195.0,neurotypical
120,16,47,27,21.0,5.0,377.0,neurotypical
0,0,12,40,18.0,18.0,122.0,neurotypical
0,33,13,23,28.0,5.0,60.5,neurotypical
168,28,40,26,26.0,2.0,362.5,neurotypical
103,28,64,26,26.0,2.0,486.5,neurotypical
7,28,22,19,19.0,9.0,94.0,neurotypical
34,0,64,55,27.0,27.0,828.5,neurotypical
221,61,26,14,38.0,23.0,105.0,neurotypical
179,30,72,27,20.0,10.0,537.5,neurotypical
39,30,34,20,13.0,17.0,200.5,neurotypical
78,29,17,23,15.0,14.0,97.0,neurotypical
160,28,14,23,14.0,14.0,61.5,neurotypical
163,8,6,8,21.0,29.0,18.5,neurotypical
0,6,37,45,14.0,8.0,383.0,neurotypical
94,4,42,46,13.0,9.0,339.5,neurotypical
138,0,22,51,14.0,14.0,172.0,neurotypical
134,26,33,22,24.0,2.0,330.0,neurotypical
32,25,55,23,24.0,1.0,371.5,neurotypical
0,19,35,26,21.0,2.0,234.0,neurotypical
173,13,54,36,25.0,12.0,547.0,neurotypical
159,2,23,45,23.0,21.0,222.0,neurotypical
74,0,59,48,24.0,24.0,579.0,neurotypical
51,31,10,25,25.0,6.0,99.0,neurotypical
24,24,22,30,23.0,1.0,163.0,neurotypical
61,15,96,47,31.0,16.0,1357.0,neurotypical
50,14,6,5,12.0,26.0,16.5,neurotypical
0,0,21,51,20.0,20.0,294.0,neurotypical
0,20,23,14,15.0,5.0,65.5,neurotypical
182,19,29,19,19.0,0.0,285.0,neurotypical
135,19,46,19,19.0,0.0,251.5,neurotypical
209,15,25,23,19.0,4.0,184.0,neurotypical
27,10,18,22,13.0,3.0,292.0,neurotypical
51,0,82,38,19.0,19.0,811.0,neurotypical
0,0,17,15,4.0,4.0,53.0,neurotypical
0,8,62,23,14.0,6.0,356.0,neurotypical
65,7,42,22,12.0,5.0,386.0,neurotypical
109,4,50,30,17.0,13.0,543.5,neurotypical
84,0,4,6,11.0,11.0,11.5,neurotypical
114,24,72,22,23.0,1.0,414.0,neurotypical
94,24,8,14,15.0,9.0,35.0,neurotypical
0,11,20,28,16.0,5.0,114.5,neurotypical
93,5,4,6,12.0,17.0,11.5,neurotypical
20,0,69,46,23.0,23.0,675.0,neurotypical
57,59,5,9,34.0,25.0,18.5,neurotypical
51,27,24,28,21.0,6.0,221.0,neurotypical
76,24,35,23,13.0,11.0,408.0,neurotypical
0,24,54,30,20.0,4.0,232.5,neurotypical
109,23,31,21,10.0,13.0,176.0,neurotypical
0,23,18,17,6.0,17.0,199.0,neurotypical
148,0,50,49,15.0,15.0,419.5,neurotypical
119,55,27,11,33.0,22.0,70.0,neurotypical
111,28,33,23,18.0,10.0,150.5,neurotypical
81,23,34,26,16.0,7.0,185.5,neurotypical
54,19,24,23,9.0,10.0,325.5,neurotypical
131,12,39,39,18.0,6.0,243.5,neurotypical
174,10,48,40,17.0,7.0,375.5,neurotypical
0,0,52,48,15.0,15.0,477.5,neurotypical
179,68,26,16,42.0,26.0,120.0,neurotypical
202,44,35,20,22.0,22.0,203.5,neurotypical
137,44,62,20,22.0,22.0,517.5,neurotypical
114,39,21,22,19.0,20.0,139.5,neurotypical
91,36,22,27,21.0,15.0,125.0,neurotypical
64,36,27,28,22.0,14.0,225.5,neurotypical
4,14,9,46,18.0,4.0,133.0,neurotypical
0,0,60,57,15.0,15.0,408.5,neurotypical
59,11,25,33,22.0,11.0,317.0,neurotypical
142,9,31,33,20.0,11.0,381.5,neurotypical
94,9,47,32,19.0,10.0,463.5,neurotypical
175,4,32,40,22.0,18.0,274.5,neurotypical
36,0,14,40,18.0,18.0,203.0,neurotypical
0,0,30,43,21.0,21.0,853.5,neurotypical
0,21,24,23,22.0,1.0,128.0,neurotypical
32,18,29,26,22.0,4.0,156.5,neurotypical
63,0,53,45,23.0,23.0,446.5,neurotypical
49,7,28,33,17.0,10.0,432.0,neurotypical
123,5,28,40,22.0,17.0,293.0,neurotypical
84,5,27,37,19.0,14.0,492.0,neurotypical
0,0,44,41,18.0,18.0,347.5,neurotypical
72,16,31,22,19.0,3.0,172.0,neurotypical
0,14,26,21,16.0,2.0,402.5,neurotypical
27,0,42,38,19.0,19.0,330.5,neurotypical
20,7,29,40,24.0,17.0,392.5,neurotypical
54,6,30,41,24.0,18.0,523.0,neurotypical
0,0,11,47,24.0,24.0,186.0,neurotypical
53,5,52,20,12.0,7.0,318.0,neurotypical
104,4,32,23,14.0,10.0,507.0,neurotypical
0,0,48,26,13.0,13.0,312.5,neurotypical
0,21,26,26,23.0,2.0,264.0,neurotypical
63,2,30,46,24.0,22.0,305.5,neurotypical
29,0,41,41,17.0,17.0,571.5,neurotypical
1,0,21,9,15.0,15.0,104.0,neurotypical
40,4,28,39,21.0,17.0,733.5,neurotypical
0,0,33,45,23.0,23.0,415.5,neurotypical
0,5,38,45,25.0,20.0,383.5,neurotypical
40,0,45,50,25.0,25.0,523.5,neurotypical
0,13,32,28,21.0,8.0,322.5,neurotypical
36,0,22,38,18.0,18.0,228.0,neurotypical
35,4,35,41,23.0,19.0,375.0,neurotypical
0,0,28,44,22.0,22.0,526.0,neurotypical
126,16,42,25,20.0,4.0,420.5,neurotypical
95,16,34,27,22.0,6.0,186.0,neurotypical
76,16,15,27,22.0,6.0,107.0,neurotypical
41,15,31,22,16.0,1.0,259.0,neurotypical
72,0,8,5,16.0,16.0,22.0,neurotypical
0,0,42,41,20.0,20.0,512.5,neurotypical
60,6,38,34,19.0,13.0,399.0,neurotypical
204,4,19,24,7.0,3.0,51.0,neurotypical
28,4,28,36,19.0,15.0,722.5,neurotypical
104,2,70,39,20.0,18.0,890.5,neurotypical
71,1,25,9,11.0,12.0,116.5,neurotypical
0,0,26,43,22.0,22.0,264.5,neurotypical
101,10,32,25,16.0,6.0,261.0,neurotypical
138,4,17,34,19.0,15.0,125.5,neurotypical
0,2,26,37,20.0,18.0,629.0,neurotypical
60,1,38,33,15.0,14.0,376.5,neurotypical
28,1,32,35,17.0,16.0,361.0,neurotypical
106,0,20,8,11.0,11.0,67.0,neurotypical
0,34,32,23,27.0,7.0,416.0,neurotypical
33,33,40,23,26.0,7.0,419.0,neurotypical
83,15,55,46,31.0,16.0,639.5,neurotypical
108,0,29,21,9.0,9.0,213.5,neurotypical
56,23,26,17,20.0,3.0,175.5,neurotypical
41,23,9,17,20.0,3.0,49.0,neurotypical
100,20,35,20,20.0,0.0,139.5,neurotypical
81,16,15,24,20.0,4.0,162.5,neurotypical
40,10,7,6,4.0,14.0,16.5,neurotypical
0,0,41,40,20.0,20.0,369.5,neurotypical
80,4,24,19,4.0,0.0,72.5,neurotypical
13,4,29,30,15.0,11.0,221.0,neurotypical
0,4,9,35,20.0,16.0,120.0,neurotypical
106,3,13,31,15.0,12.0,119.0,neurotypical
51,3,32,32,16.0,13.0,402.5,neurotypical
119,2,29,37,20.0,18.0,296.0,neurotypical
23,0,19,8,11.0,11.0,66.0,neurotypical
77,44,6,8,20.0,24.0,25.0,neurotypical
43,44,10,20,32.0,12.0,76.5,neurotypical
70,17,32,23,8.0,9.0,244.0,neurotypical
34,17,26,23,8.0,9.0,185.0,neurotypical
0,17,30,23,8.0,9.0,148.5,neurotypical
101,0,24,36,4.0,4.0,234.5,neurotypical
104,11,12,32,22.0,11.0,137.5,neurotypical
61,6,39,37,22.0,16.0,321.5,neurotypical
0,0,60,40,19.0,19.0,771.5,neurotypical
757,92,16,4,28.0,64.0,21.5,neurotypical
365,92,84,7,31.0,61.0,170.0,neurotypical
684,91,71,5,28.0,63.0,129.0,neurotypical
632,91,43,3,26.0,65.0,62.5,neurotypical
488,91,12,4,27.0,64.0,19.0,neurotypical
450,91,36,5,28.0,63.0,70.5,neurotypical
611,90,16,4,26.0,64.0,32.0,neurotypical
584,90,26,4,26.0,64.0,33.0,neurotypical
505,90,43,5,27.0,63.0,66.0,neurotypical
553,89,29,5,26.0,63.0,44.5,neurotypical
135,63,10,37,32.0,31.0,165.5,neurotypical
151,31,14,17,20.0,51.0,132.5,neurotypical
9,4,115,115,51.0,47.0,3619.0,neurotypical
131,1,12,61,6.0,7.0,244.0,neurotypical
123,0,241,137,69.0,69.0,4864.0,neurotypical
155,108,6,14,61.0,47.0,41.5,neurotypical
31,108,38,15,62.0,46.0,269.5,neurotypical
330,103,19,3,45.0,58.0,24.5,neurotypical
251,95,20,8,42.0,53.0,83.5,neurotypical
57,92,22,13,44.0,48.0,126.0,neurotypical
135,90,7,7,36.0,54.0,21.0,neurotypical
157,89,5,15,43.0,46.0,54.0,neurotypical
156,55,7,32,26.0,29.0,105.0,neurotypical
28,42,41,63,44.0,2.0,512.0,neurotypical
295,38,52,65,42.0,4.0,758.5,neurotypical
153,24,17,17,20.0,44.0,183.0,neurotypical
220,21,27,79,39.0,18.0,1061.0,neurotypical
