density,target_class
3.75,1
6.9609375,1
2.078125,1
2.2421875,1
4.15625,1
15.44140625,1
2.44921875,1
7.875,1
2.578125,1
15.46875,1
2.6875,1
12.8515625,1
1.55859375,1
1.03125,1
14.94140625,1
2.1328125,1
1.28515625,1
9.765625,1
8.68359375,1
1.40625,1
9.44921875,1
5.33203125,1
5.9296875,1
17.8046875,1
8.7890625,1
4.3359375,1
3.125,1
3.4453125,1
2.203125,1
5.5,1
2.98828125,1
3.7578125,1
10.8984375,1
13.10546875,1
16.7109375,1
18.52734375,1
1.03515625,1
0.9375,1
8.5,1
15.46875,1
12.234375,1
7.3125,1
11.42578125,1
1.3125,1
0.94921875,1
1.875,1
0.9140625,1
0.84375,1
0.875,1
1.6875,1
0.859375,1
14.25390625,1
2.3046875,1
1.640625,1
18,1
5.140625,1
1.83203125,1
7.96875,1
1.3125,1
1.3125,1
2.10546875,1
1.1953125,1
5.16796875,1
3.28125,1
13.93359375,1
0.984375,1
9.84375,1
0.94921875,1
13.078125,1
12.71875,1
3.9375,1
0.796875,1
5.9921875,1
15.46875,1
1.0390625,1
2.40625,1
7.8046875,1
6.4453125,1
1.2890625,1
1.87890625,1
0.890625,1
8.203125,1
8.8359375,1
10.546875,1
12.46875,1
8.203125,1
2.58984375,1
5.05859375,1
1.171875,1
4.95703125,1
8.56640625,1
5.48046875,1
0.984375,1
0.859375,1
1.79296875,1
20.234375,1
3.65625,1
2.89453125,1
12.65625,1
1.33203125,1
8.203125,1
21.6796875,1
1.2890625,1
11.58984375,1
4.39453125,1
10.08984375,1
14.34375,1
0.84375,1
0.8203125,1
8.88671875,1
8.078125,1
8.89453125,1
11.515625,1
14.65625,1
5.48046875,1
6.703125,1
1.01953125,1
2.953125,1
14.1015625,1
1.890625,1
11.6015625,1
13.3984375,1
1.171875,1
13.1015625,1
8.25,1
2.1875,1
19.03125,1
11.5234375,1
9.1875,1
2.625,1
0.9375,1
15.97265625,1
0.9765625,1
21.9765625,1
0.99609375,1
8.53125,1
4.921875,1
2.625,1
2.03125,1
2.4375,1
14.609375,1
1.40625,1
0.8671875,1
10.08984375,1
13.609375,1
1.5,1
10.9375,1
13.75,1
1.734375,1
16.203125,1
2.2578125,1
4.671875,1
17.609375,1
1.03125,1
7.69921875,1
0.890625,1
2.63671875,1
1.375,1
11.328125,1
2.953125,1
4.3046875,1
3.0078125,1
3.984375,1
9.66796875,1
2.53125,1
7.34375,1
12.140625,1
5.3828125,1
1.01953125,1
2.34375,1
0.890625,1
2.078125,1
1.79296875,1
2.4609375,1
9.39453125,1
0.9140625,1
0.87890625,1
6.43359375,1
7.546875,1
2.109375,1
11.6875,1
0.86328125,1
8,1
12.375,1
3.515625,1
3.671875,1
1.50390625,1
8.734375,1
1.3125,1
1.9921875,1
13.5625,1
9.91015625,1
12.94921875,1
9.91015625,1
8.98828125,1
18.82421875,1
2.1875,1
9,1
17.2265625,1
7.3828125,1
8.25,1
5.53125,1
9.28125,1
4.671875,1
13.5,1
26.90234375,1
13.8203125,1
6.375,1
4.9765625,1
8.80859375,1
14.25390625,1
11.77734375,1
6.2109375,1
17.9921875,1
0.890625,1
7.9921875,1
11,1
12.26171875,1
17.2265625,1
16.25,1
12.1171875,1
1.875,1
4.1640625,1
20.28125,1
11.484375,1
2.40625,1
1.0546875,1
0.984375,1
3,1
2.109375,1
0.8125,1
16.25,1
17.5,1
2.65625,1
11.5625,1
1.08984375,1
